race_date,race_city,race_no,result,horse_name,horse_accessories,horse_age,horse_sex,horse_origin,horse_sire,horse_dam,hors_broodmare_sire,jockey_weight,jockey_name,horse_owner,horse_trainer,horse_win_value,Horse_starting_box_no,horse_rate,horse_race_degree_seconds
2024-01-12,İzmir,6,9,FİSKAYA SULTANI,KG SK,4,f,ULUER- TANGÜL / DRUID (PL),uluer,tangül,DRUID (PL),52,erhan aktuğ,RAMAZAN KAN,serdar seren görgü,17.8,9,39,127.4
2024-01-12,İzmir,7,1,KAAN HAN,KG K,3,m,BODEMEISTER (USA)- MİHRACE / UNACCOUNTED FOR (USA),bodemeister (usa),mi̇hrace,UNACCOUNTED FOR (USA),58,kadi̇r tokaçoğlu,MUSTAFA BERBEROĞLU,mahmut zelyurt,17.1,11,0,75.9
2024-01-12,İzmir,7,2,ENGİNTRON,DB SK,3,m,SMART ROBIN (JPN)- BORNEO / VICTORY GALLOP (CAN),smart robin (jpn),borneo,VICTORY GALLOP (CAN),58,özcan yildirim,ADEM ERDÖLEK,nuretti̇n gönültaş,2.55,8,35,76.65
2024-01-12,İzmir,7,3,ATEŞ PRENS,KG DB SK,3,m,COOGER- QOUNTM GIRL / MOUNTAIN CAT (USA),cooger,qountm girl,MOUNTAIN CAT (USA),58,vedat abi̇ş,MURAT YENİÇERİ,mehmet kaya,12.1,10,0,76.8
2024-01-12,İzmir,7,4,BOLD OF ÖKE,K,3,m,HOT CHOCOLATE- ADİSA / BOSPORUS (IRE),hot chocolate,adi̇sa,BOSPORUS (IRE),58,mertcan çeli̇k,AHMET DOĞAN HÜNER,asya ömeroğlu,12.2,9,0,76.92
2024-01-12,İzmir,7,5,ALSANCAK BEYİ,K DB,3,m,APPROVE (IRE)- LADY GOLD / EAGLE EYED (USA),approve (ire),lady gold,EAGLE EYED (USA),58,muhammed mi̇r bi̇lgi̇n,ÇAĞATAY ÖZGEN,seyi̇t gökçe,5.2,5,0,76.95
2024-01-12,İzmir,7,6,GOŞENAY,KG K,3,f,RUN AWAY AND HIDE (USA)- MEIN TRAUN / HAKEEM (USA),run away and hide (usa),mein traun,HAKEEM (USA),56,nevzat avci̇,NURBİYE GÜLERCE,sarven zadi̇k ati̇lla mi̇nasoğlu,3.55,3,38,77.26
2024-01-12,İzmir,7,7,JESKO,SK,3,m,LION HEART (USA)- BALBADEM / KURTINIADIS (IRE),lion heart (usa),balbadem,KURTINIADIS (IRE),58,gökhan gökçe,NURCAN DAĞTEKİN GÜLTER,anil karabiyik,15.55,1,32,77.38
2024-01-12,İzmir,7,8,SOLE EMPEROR,DB SKG SK,3,m,TAMERLANO- NEW VISION (GB) / GRAND SLAM* (USA),tamerlano,new vision (gb),GRAND SLAM* (USA),58,beki̇r mert mirik,MURAT SARAÇOĞLU,şafak gümüş,50.65,2,14,77.95
2024-01-12,İzmir,7,9,CANENCAN,DB,3,m,CEMCEM- PANIGALE / VICTORY GALLOP (CAN),cemcem,panigale,VICTORY GALLOP (CAN),58,erhan aktuğ,ETHEM FİLİZDAYILAR,şefi̇k özdeni̇z,16.95,6,0,78.07
2024-01-12,İzmir,7,10,KRALKARDEŞLER,SKG SK,3,m,SMART ROBIN (JPN)- FIRST EXIT / PRESSING (IRE),smart robin (jpn),first exit,PRESSING (IRE),58,ali̇ yildiz,RECEP DİKKULE,yakup akkiliç,44.75,7,16,78.14
2024-01-12,İzmir,7,11,HAZARŞAH,DB SKG SK,3,m,GRAYSTORM- FLAME ANGEL / EAGLE EYED (USA),graystorm,flame angel,EAGLE EYED (USA),58,mustafa çi̇çek,TUĞBA KAZMA,muhammed ali̇ turan,11.45,4,33,79.9
2024-01-12,Antalya,1,1,BELLICOSO,K DB,3,m,TIZWAY (USA)- BELLA BANDITA (USA) / DYNAFORMER (USA),tizway (usa),bella bandita (usa),DYNAFORMER (USA),58,mehmet sali̇h çeli̇k,VOLKAN YOZGATLI,murat aydoğdi̇,1.2,6,41,88.32
2024-01-12,Antalya,1,2,ROCKHAMPTON,DB SKG SK,3,m,SUPER SAVER (USA)- ROSE OF THE BOSS / TOBOUGG (IRE),super saver (usa),rose of the boss,TOBOUGG (IRE),58,sercan tirpan,BENHÜR ÇAVDARLI,turgay doğan,6.75,2,36,90.07
2024-01-12,Antalya,1,3,ARCH MOON,none,3,m,SUPER SAVER (USA)- LADY AKARCA / BOSPORUS (IRE),super saver (usa),lady akarca,BOSPORUS (IRE),58,velat demi̇r,NAFİZ ÇELİK,aydin demi̇rkiran,16.9,1,30,90.96
2024-01-12,Antalya,1,4,KING FATİH,none,3,m,YILDIRIMBEY- QUEEN VICTORY / VICTORY GALLOP (CAN),yildirimbey,queen victory,VICTORY GALLOP (CAN),58,si̇nan özen,İSMET YILMAZ,ahmet akbaba,3.75,3,38,91.41
2024-01-12,Antalya,1,5,SILVER SWORD,K,3,m,TIZWAY (USA)- FİLİK / EAGLE EYED (USA),tizway (usa),fi̇li̇k,EAGLE EYED (USA),54,eren dursun ökten,ÖMER ALTIN,sali̇h baydan,23.6,5,0,99.34
2024-01-12,Antalya,2,1,KIZIL GEZEGEN,KG DB SK,4,m,TURBO- DİLSOY / SERGEN,turbo,di̇lsoy,SERGEN,58,velat demi̇r,MUHANNAD DARAVSHA,deni̇z altin,3.95,5,45,144.69
2024-01-12,Antalya,2,2,ESKİ TOPRAK,DB SKG SK,4,m,TÜMÖZ BEY- TOPRAK KOKUSU / TIKI TORK KU (US),tümöz bey,toprak kokusu,TIKI TORK KU (US),52,eren dursun ökten,MUHANNAD DARAVSHA,deni̇z altin,3.95,9,38,144.7
2024-01-12,Antalya,2,3,BARANEFE,KG K DB,4,m,ENDEREFE- PİRNAZ / SABURAY,enderefe,pi̇rnaz,SABURAY,58,i̇smai̇l yildirim,SEÇKİN TOYDEMİR,mehmet yalçin,4.85,1,48,145.44
2024-01-12,Antalya,2,4,MUNZUR,GKR,4,m,TURBO- BELMACIK / ÖZHABER,turbo,belmacik,ÖZHABER,58,hali̇l polat,MURAT ARSLAN,çeti̇n arslan,2.9,8,44,146.18
2024-01-12,Antalya,2,5,OZANKAYA,KG DB SK,4,m,GÜNCANHAN- KIZILTAN / DAĞHANBEY,güncanhan,kiziltan,DAĞHANBEY,56,gökhan yildiz,AHMET KAYA,mert korkmaz,15.8,7,40,146.23
2024-01-12,Antalya,2,6,ASAF BABA,KG SK,4,m,SAADIN GÜCÜ- BADRA / NOKTABATUR,saadin gücü,badra,NOKTABATUR,55,serkan yildiz,DORUK SÖKMEN,hamza kaya,27.0,10,40,146.92
2024-01-12,Antalya,2,7,SUZİ İMREN,KG SK,4,f,CANKARDEŞLER- VONALI / YAŞARCIK,cankardeşler,vonali,YAŞARCIK,56,mehmet kaya,FATİH ÇİFTÇİ,ozan bulut,5.75,3,40,147.92
2024-01-12,Antalya,2,8,KARA KORSAN,KG,4,m,ÖZHABER- CENNET KUŞU / BİLGİN,özhaber,cennet kuşu,BİLGİN,55,muhammed baran çakmak,MAZLUM TURAN,aydin demi̇rkiran,6.2,4,40,148.68
2024-01-12,Antalya,2,9,ASİLELİF,KG DB SK,4,f,BABA MEVLÜT- HAYATVAR / TIKI TORK KU (US),baba mevlüt,hayatvar,TIKI TORK KU (US),53,emi̇rcan avşar,ZAFER TEMUÇİN,zafer temuçi̇n,50.95,6,34,149.22
2024-01-12,Antalya,2,10,YALNIZ HAN,KG,4,m,SARRAF- CANAN KIZI / EVREN.1,sarraf,canan kizi,EVREN.1,56,fati̇h rüstem bebek,SEFER ÜNLÜ,kenan korkmaz,12.75,2,40,153.97
2024-01-12,Antalya,3,1,BERSUN ATEŞİ,none,8,f,ATEŞTOPU- BERSUN / BATYSKAF (PL),ateştopu,bersun,BATYSKAF (PL),57,mehmet sali̇h çeli̇k,ŞÜKRÜ POLAT,adnan polat,4.7,3,34,91.18
2024-01-12,Antalya,3,2,BEDİZ DE FAUST,DB SKG SK,5,f,SULTAN DE FAUST (FR)- BEDİZİM / VOLGA.2,sultan de faust (fr),bedi̇zi̇m,VOLGA.2,61,cemal paso,ALİ PASO,sali̇h baydan,4.05,5,59,91.5
2024-01-12,Antalya,3,3,BOZKIRIN GÜCÜ,KG DB SK,5,f,ANKA- RÜKÜŞKIZ / İBOCAN,anka,rüküşkiz,İBOCAN,60,serkan yildiz,SERHAT KAYA,ozan bulut,14.8,12,42,91.62
2024-01-12,Antalya,3,4,CANIM ÇITIR,KG K DB,6,f,SARRAF- ÇITIR / ÜNSAL.2,sarraf,çitir,ÜNSAL.2,60,uğur temur,ABDULLAH AKDEMİR,mehmet akkuş,3.75,6,70,91.82
2024-01-12,Antalya,3,5,BERRENKIZ,KG DB SK,6,f,UÇANOĞLU- KERİMKIZI / ALTAHA,uçanoğlu,keri̇mkizi,ALTAHA,57,mehmet kaya,VOLKAN EMRE ONAY,aydin demi̇rkiran,11.45,9,37,92.02
2024-01-12,Antalya,3,6,DELAYLA,KG K,6,f,UÇANBEY- SHMOKH (US) / PARADOR (QA),uçanbey,shmokh (us),PARADOR (QA),54,emi̇rcan avşar,HÜLYA KEÇELİOĞLU,mutlu turhan balyemez,6.75,4,37,93.28
2024-01-12,Antalya,3,7,FIRTINA MAKAY,KG SK,5,f,UÇANOĞLU- MAKAY / HALİD,uçanoğlu,makay,HALİD,56,eren dursun ökten,SUNGUR SOYDAM,erhan yusuf i̇yi̇döner,49.4,7,30,93.48
2024-01-12,Antalya,3,8,DEMİR HAZALIM,KG DB SK,4,f,ARTOS- HAZALIM / ÖZGÜN,artos,hazalim,ÖZGÜN,56,i̇smai̇l yildirim,SABRİ DEMİR,yusuf çankaya,13.75,2,42,93.91
2024-01-12,Antalya,3,9,HANIM SULTAN,KG,11,f,ATOMKARINCA- AHENK / ALTAYLIM,atomkarinca,ahenk,ALTAYLIM,57,nuretti̇n şen,HAKKI TARIK DİKENCİK,turgay doğan,16.45,10,28,94.42
2024-01-12,Antalya,3,10,MADAM ELLİ,KG SK,10,f,UÇANBEY- ONBİR AYIN SULTANI / ODİNHAN,uçanbey,onbi̇r ayin sultani,ODİNHAN,60,gökhan yildiz,SEYİT ALİ BÜYÜKBAŞ,emi̇r ergökçen,8.25,1,63,95.52
2024-01-12,Antalya,3,11,CANKARA,KG DB SK,5,f,KARAÜZÜM- TANEMCAN / KIRIMHAN,karaüzüm,tanemcan,KIRIMHAN,57,ari̇f okan pazar,MUHARREM CAN,aykut ecevi̇t baş,70.95,11,28,96.59
2024-01-12,Antalya,3,12,ESTER,KG K,5,f,ENGİNHAN- KÜÇÜK / MURATAĞA,engi̇nhan,küçük,MURATAĞA,53,meli̇h taşkin,SERDAR ÇETİNKAYA,meti̇n özdi̇l,53.05,8,22,98.24
2024-01-12,Antalya,4,1,MAHANTA,DB SKG SK,4,m,PAPA CLEM (USA)- NAVAJO BEST / SÜMEN,papa clem (usa),navajo best,SÜMEN,54,sercan tirpan,MEHMET ZEKİ ZİYA,i̇brahi̇m sayis,12.0,9,48,141.96
2024-01-12,Antalya,4,2,REAL PATEK,KG,6,f,VICTORY GALLOP (CAN)- REAL GIRL / DISTANT RELATIVE (IRE),victory gallop (can),real girl,DISTANT RELATIVE (IRE),56,mehmet kaya,SELİM KAYA,hamza kaya,1.5,8,85,142.33
2024-01-12,Antalya,4,3,TANERHAN,KG K,6,m,SCARFACE- PEPPER BLOSSOM (GER) / BIG SHUFFLE (USA),scarface,pepper blossom (ger),BIG SHUFFLE (USA),52,eren dursun ökten,MUHAMMET FELHAN,ahmet akbaba,23.15,3,61,142.52
2024-01-12,Antalya,4,4,KAHRAMAN TRADER,DB SKG SK,5,m,MENDIP (USA)- LULLABY / DIVINE LIGHT* (JPN),mendip (usa),lullaby,DIVINE LIGHT* (JPN),56,ayhan kurşun,HARUN KAHRAMAN,erhan diblen,4.5,7,72,143.16
2024-01-12,Antalya,4,5,ANOTHER BOY,KG DB,4,m,PERFECT STORM- MIDNIGHT HIGH / MIDNIGHT LUTE (USA),perfect storm,midnight high,MIDNIGHT LUTE (USA),54,mehmet sali̇h çeli̇k,MEHMET DEMİRKOL,murat aydoğdi̇,6.6,4,68,143.31
2024-01-12,Antalya,4,6,KUYRUKLU YILDIZ,KG DB BB,5,m,SMART ROBIN (JPN)- CARIBU / MOUNTAIN CAT (USA),smart robin (jpn),caribu,MOUNTAIN CAT (USA),56,i̇smai̇l di̇nar,MURAT AYDIN,mehmet yalçin,30.05,5,40,144.88
2024-01-12,Antalya,4,7,ŞEN AKYÜZ,DB SKG SK,5,m,POWERSCOURT (GB)- MADENCİKIZI / RED BISHOP (USA),powerscourt (gb),madenci̇kizi,RED BISHOP (USA),56,nuretti̇n şen,GIYASETTİN ŞEN,turgay doğan,9.85,1,67,145.25
2024-01-12,Antalya,4,8,ONYEKURU,KG DB,6,m,INVINCIBLE SON (IRE)- GÜLŞAH HANIM / MUJTAHID (USA),invincible son (ire),gülşah hanim,MUJTAHID (USA),56,onur atmaca,MEHMET DEMİRKAPI,si̇bel akci,29.15,6,60,145.4
2024-01-12,Antalya,4,9,SKY FULL OF STARS,DB SK,4,m,SPEEDY WOLF- SKY IS THE LIMIT / MOUNTAIN CAT (USA),speedy wolf,sky is the limit,MOUNTAIN CAT (USA),52,cemal paso,DENİZ KURTEL,arslan bi̇rdal,60.65,2,26,151.21
2024-01-12,Antalya,5,1,ALKIŞ BEY,DB SK,3,m,GÜNGÖR BABA- AL GINETTA / POPULAR DEMAND,güngör baba,al ginetta,POPULAR DEMAND,55,sercan tirpan,ONUR METİN,hali̇l kabukci,24.9,6,28,105.74
2024-01-12,Antalya,5,2,UYANIŞ ANADOLU,KG SK,3,m,AUTHORIZED (IRE)- MY BIANCA / CAPE CROSS (IRE),authorized (ire),my bianca,CAPE CROSS (IRE),58,ayhan kurşun,TUĞBAN İZZET AKSOY,sefa arslan,1.5,7,42,105.89
2024-01-12,Antalya,5,3,BAKIR ALPER,KG DB SK,3,m,YAVUZSEL- INCREDIBLE TOUCH / MARLIN (USA),yavuzsel,incredible touch,MARLIN (USA),59,muhammed baran çakmak,ALİ BAKIR,i̇brahi̇m sayis,19.05,4,40,105.92
2024-01-12,Antalya,5,4,MISS EMILIA,DB SKG SK SGKR,3,f,TU BRUTUS (CHI)- KIWANI BAY (GB) / NAYEF (USA),tu brutus (chi),kiwani bay (gb),NAYEF (USA),54,çağlar taşci,HAMDİYE PEHLİVAN,aydin demi̇rkiran,9.65,1,50,106.25
2024-01-12,Antalya,5,5,BABAMERDO,KG SK,3,m,MAXIMUS DREAM- KARAHİNDİBAYA / TOROK (IRE),maximus dream,karahi̇ndi̇baya,TOROK (IRE),57,berkant gökçe,ADEM AKTAŞ,i̇brahi̇m hali̇l baydan,3.15,5,47,106.28
2024-01-12,Antalya,5,6,VALVABLE,DB,3,m,SIDNEY'S CANDY (USA)- RED QUEEN / ROYAL ABJAR (USA),sidney's candy (usa),red queen,ROYAL ABJAR (USA),55,fati̇h rüstem bebek,SERKAN DURAL,regai̇p yildiz,34.2,2,33,108.04
2024-01-12,Antalya,5,7,ZANABİR,KG K DB,3,f,AFTER MARKET (USA)- NAYMAN SULTAN / VICTORY GALLOP (CAN),after market (usa),nayman sultan,VICTORY GALLOP (CAN),53,emi̇rcan avşar,ALİ İHSAN ÇINAROĞLU,ozan bulut,15.9,3,38,108.99
2024-01-12,Antalya,5,8,CISTERNA BASILICA,KG DB SK,3,f,AUTHORIZED (IRE)- AAMAAL (GER) / MAMOOL (IRE),authorized (ire),aamaal (ger),MAMOOL (IRE),53,onur atmaca,ERHAN DIBLEN,erhan diblen,14.9,8,29,109.06
2024-01-12,Antalya,6,1,CLEVER SPIRIT,KG K DB,3,f,AIR VICE MARSHAL (USA)- KİBELE / EINSTEIN (BRZ),air vice marshal (usa),ki̇bele,EINSTEIN (BRZ),60,fati̇h rüstem bebek,MELİS KURTEL EMİN,arslan bi̇rdal,1.5,6,57,74.95
2024-01-12,Antalya,6,2,ABİDE MİNE,KG DB SK,3,f,CRIMEAN TATAR- SPRING FIRE / MARLIN (USA),crimean tatar,spring fire,MARLIN (USA),52,i̇smai̇l di̇nar,ABİDE MİNE ÇİNE ŞEN,nuri̇ şen,14.5,1,41,75.17
2024-01-12,Antalya,6,3,MY LION GIRL,KG SK,3,f,TOROK (IRE)- LABEZERIN / OKAWANGO (USA),torok (ire),labezerin,OKAWANGO (USA),57,mehmet kaya,SELAHATTİN ÇİZİK,arzu kiliç,3.15,2,51,75.34
2024-01-12,Antalya,6,4,DEL CARMEN,KG K DB,3,f,DAREDEVIL (USA)- LA REYNA / PROUD CITIZEN (USA),daredevil (usa),la reyna,PROUD CITIZEN (USA),56,uğur temur,M.SELİM GÜLEŞEN,bayram kocakaya,5.1,5,50,76.05
2024-01-12,Antalya,6,5,HÜNKAR HANIM,KG SK,3,f,PIANO SONATA- FLASHDANCE / SCREAM TO SCREAM (IRE),piano sonata,flashdance,SCREAM TO SCREAM (IRE),52,sercan tirpan,SABAHATTİN YAVUZ,regai̇p yildiz,14.75,4,42,76.06
2024-01-12,Antalya,6,6,FAMOUS,K DB GKR,3,f,GOLDEN TOWER- ANFIELD ROAD / BOSPORUS (IRE),golden tower,anfield road,BOSPORUS (IRE),50,onur atmaca,ŞAHİN SEKİN,aydin demi̇rkiran,27.65,3,37,79.03
2024-01-12,Antalya,7,1,KIZILIŞIK,K DB,4,m,MSHAWISH (USA)- LOVINGLY (USA) / BLUEGRASS CAT (USA),mshawish (usa),lovingly (usa),BLUEGRASS CAT (USA),52,i̇smai̇l di̇nar,RECEP AVŞAR,mutlu turhan balyemez,28.55,14,26,131.63
2024-01-12,Antalya,7,2,LA CUCARACHA,SK,4,f,VICTORY GALLOP (CAN)- LA BOHEME / MOUNTAIN CAT (USA),victory gallop (can),la boheme,MOUNTAIN CAT (USA),58,emi̇rcan avşar,OZAN BİNGÖL YURTSEVER,zafer temuçi̇n,12.0,5,44,131.74
2024-01-12,Antalya,7,3,BABAŞAKİR,SKG SK,4,m,SMART ROBIN (JPN)- MISS CEYLAN / RIVER SPECIAL (USA),smart robin (jpn),miss ceylan,RIVER SPECIAL (USA),51,erkan tunç,CUMALİ AKGÖZ,ahmet akbaba,4.0,8,24,132.39
2024-01-12,Antalya,7,4,RIDER ON THE RAIN,SKG SK,4,m,SCARFACE- INDIGO / KURTINIADIS (IRE),scarface,indigo,KURTINIADIS (IRE),61,uğur temur,KEMAL KURT,emi̇r ergökçen,6.1,10,44,132.76
2024-01-12,Antalya,7,5,BEROŞ,DB SK,4,f,NATIVE KHAN (FR)- RIVER OF LOVE / WIN RIVER WIN (USA),native khan (fr),river of love,WIN RIVER WIN (USA),60,berkant gökçe,MURAT TORUN,aydin demi̇rkiran,7.3,7,48,132.84
2024-01-12,Antalya,7,6,FAITHFUL SPIRIT,DB SKG SK,4,m,PAPA CLEM (USA)- FAITHFULL LADY / VICTORY GALLOP (CAN),papa clem (usa),faithfull lady,VICTORY GALLOP (CAN),58,sadik altay,MUSTAFA AMAÇ,adnan polat,8.9,4,43,132.98
2024-01-12,Antalya,7,7,RAYO,DB SKG SK,5,m,MALİ- DİŞEPS / GALETTO (FR),mali̇,di̇şeps,GALETTO (FR),55,cemal paso,NUSRET ÖZBAĞ,tuncay turan,41.15,2,30,133.22
2024-01-12,Antalya,7,8,ANADOLU PERİSİ,KG SK,4,f,MENDIP (USA)- RIVER QUEEN / ROYAL ABJAR (USA),mendip (usa),river queen,ROYAL ABJAR (USA),60,mehmet kaya,TUĞBAN İZZET AKSOY,sefa arslan,7.85,6,42,133.48
2024-01-12,Antalya,7,9,IRON FIST,DB SK,5,m,WIN RIVER WIN (USA)- PİANO PİANO / VICTORY GALLOP (CAN),win river win (usa),pi̇ano pi̇ano,VICTORY GALLOP (CAN),61,muhammed baran çakmak,MUSTAFA KAAN GÖKÇE,fethi̇ ahmet yeşi̇lbudak,6.5,3,42,134.17
2024-01-12,Antalya,7,10,QUEEN KIYMET,KG DB SK,4,f,VICTORY GALLOP (CAN)- MARA DESPINA (IRE) / ORATORIO (IRE),victory gallop (can),mara despina (ire),ORATORIO (IRE),60,ayhan kurşun,BAYRAM TANRIVERDİ,erhan diblen,7.55,11,42,134.2
2024-01-12,Antalya,7,11,REAL CHAMPION,KG DB SK,5,m,MENDIP (USA)- MAJESTIC GIRL / SUN MUSIC (IRE),mendip (usa),majestic girl,SUN MUSIC (IRE),59,onur yilmaz,MURAT AYDIN,mehmet yalçin,22.45,9,43,134.58
2024-01-12,Antalya,7,12,FLYING MACHINE,KG K,4,m,TOROK (IRE)- SENSIBLE / MOUNTAIN CAT (USA),torok (ire),sensible,MOUNTAIN CAT (USA),57,sercan tirpan,BÜLENT BENZER,şenol özgür,30.95,1,36,135.84
2024-01-12,Antalya,7,13,AURIS,KG SK,4,m,VALENTIN- SHARK BAY (GB) / ANABAA (USA),valentin,shark bay (gb),ANABAA (USA),50,deni̇z budak,HAKKI TARIK DİKENCİK,turgay doğan,154.0,13,12,141.16
2024-01-13,Adana,1,1,ANADOLU YILDIZI,KG DB SK,5,m,VICTORY GALLOP (CAN)- ROSE OF THE BOSS / TOBOUGG (IRE),victory gallop (can),rose of the boss,TOBOUGG (IRE),57,murat akdağ,GÜN EMRE İÇER,mehmet arslan,10.45,2,66,126.29
2024-01-13,Adana,1,2,SERİN ÇOCUK,KG K,5,m,MENDIP (USA)- GOLDEN ATTRACTION / ROYAL ABJAR (USA),mendip (usa),golden attraction,ROYAL ABJAR (USA),57,mehmet kiyak,ATİLLA SERİNER,ayhan di̇nç,1.15,4,90,126.32
2024-01-13,Adana,1,3,VICTORY WEAPON,KG SK,5,m,VICTORY GALLOP (CAN)- SOVIET WEAPON (IRE) / HAMAS (IRE),victory gallop (can),soviet weapon (ire),HAMAS (IRE),57,i̇lker akin,ANNA KÖSEALİ,serhat polat,14.15,5,87,126.54
2024-01-13,Adana,1,4,PANCHMAHAL,KG DB SK,8,m,PLEASANTLY PERFECT (USA)- PASSING CLOUD (FR) / BARATHEA (IRE),pleasantly perfect (usa),passing cloud (fr),BARATHEA (IRE),57,eren dursun ökten,ERHAN DIBLEN,erhan diblen,7.2,1,83,126.74
2024-01-13,Adana,1,5,PRESIDENT OF CITY,KG DB SK,5,m,VICTORY GALLOP (CAN)- GUILTY PLEASURE / ALWAYS A CLASSIC (CAN),victory gallop (can),guilty pleasure,ALWAYS A CLASSIC (CAN),57,fati̇h sultan mehmet sansar,MURAT CEVHERİBUCAK,emi̇n karataş,5.3,3,83,126.95
2024-01-13,Adana,2,1,LİNARDO CAN,KG K,4,m,MENDIP (USA)- FLY KHAN / MALİ,mendip (usa),fly khan,MALİ,59,mehmet sali̇h çeli̇k,SEVGİ TOSUNOĞLU,cumali̇ karataş,2.9,2,67,88.41
2024-01-13,Adana,2,2,SHEIKH MURAT,K DB SKG,4,m,PACO BOY (IRE)- PLEIN CIEL / NATHANIEL (IRE),paco boy (ire),plein ciel,NATHANIEL (IRE),57,müslüm çeli̇k,MURAT ER,i̇smet akkiliç,2.8,4,62,88.75
2024-01-13,Adana,2,3,SIRIUS BLACK,KG K DB,5,m,HAKEEM (USA)- ANAZARBUS / MOUNTAIN CAT (USA),hakeem (usa),anazarbus,MOUNTAIN CAT (USA),61,i̇smai̇l yildirim,GİZEM ÇAKMAKOĞLU,yunus tuncay,6.95,3,72,88.9
2024-01-13,Adana,2,4,WINNER OF DAY,KG DB SK,4,m,EL CORREDOR (USA)- ZERDALİ / BIN AJWAAD (IRE),el corredor (usa),zerdali̇,BIN AJWAAD (IRE),58,hişman çi̇zi̇k,MEHMET MEKİN ÖZVEREN,ömer alaçam,4.15,1,65,89.18
2024-01-13,Adana,2,5,NİSANUR HATIRASI,KG SK,4,m,SON OF SUN- BABBAR PATERA / PERFECT STORM,son of sun,babbar patera,PERFECT STORM,60,fesi̇h çeti̇nbaş,ZABİTE CANPOLATLI,hasan yildirim,3.85,5,73,90.16
2024-01-13,Adana,3,1,TORUNCALAS,KG K,4,f,SERHANTAY- CANÖZÜM / ANAVARZA,serhantay,canözüm,ANAVARZA,53,mehmet sali̇h çeli̇k,VEHBİ ATEŞ,ramazan taşdelen,1.85,6,70,137.04
2024-01-13,Adana,3,2,ASLAN YAĞIZ,KG K,4,m,ANKA- SARAYGÜLÜ / DEMİRKIR,anka,saraygülü,DEMİRKIR,55,ni̇zametti̇n demi̇r,MAHMUT TURANOĞLU,bariş bulut,2.4,4,66,137.06
2024-01-13,Adana,3,3,DEVRİALEM,KG K DB,4,m,TAMERİNOĞLU- MAHİDEVRAN / SÜLO,tameri̇noğlu,mahi̇devran,SÜLO,55,mehmet akyavuz,MELİS KURTEL EMİN,cuma demi̇r,6.85,1,44,138.7
2024-01-13,Adana,3,4,DİNAMİT,KG K,4,m,SAADIN GÜCÜ- EYLÜLKAAN / SAM ABRASİV,saadin gücü,eylülkaan,SAM ABRASİV,55,müslüm çeli̇k,ERDAL ÖZTÜRK,yilmaz ari̇,10.0,5,43,140.55
2024-01-13,Adana,3,5,ÇAĞLAYAN,KG DB,4,m,TAMERİNOĞLU- SEÇİLAY / ALTAHA,tameri̇noğlu,seçi̇lay,ALTAHA,55,hişman çi̇zi̇k,MUSTAFA TÜZÜN,şefi̇k aydemi̇r,8.7,3,39,142.24
2024-01-13,Adana,3,6,CAN İBRAM,KG DB SK,4,m,TÜMÖZ BEY- YALINCALI / ÖZGÜNHAN,tümöz bey,yalincali,ÖZGÜNHAN,54,mehmet nuri̇ sunkar,ABDULKADİR DURMAZ,mehmet çeli̇k,34.5,2,39,156.75
2024-01-13,Adana,4,1,KARACABEY ŞAHI,none,4,m,SONALP- VAHİDE / BİLGİN,sonalp,vahi̇de,BİLGİN,57,mehmet nuri̇ sunkar,FUAT ALBAYRAK,kadi̇r teki̇nalp,8.35,4,56,97.93
2024-01-13,Adana,4,2,END GAME,KG K DB,4,m,KADERŞAH- YAĞMURUN KIZI / DAĞHANBEY,kaderşah,yağmurun kizi,DAĞHANBEY,56,müslüm çeli̇k,ABDULLAH BALKU,sei̇t kan,1.6,3,49,98.12
2024-01-13,Adana,4,3,BAŞYAPIT,KG SK,4,m,ATEŞTOPU- KINALI BEBEK / YELGEÇEN,ateştopu,kinali bebek,YELGEÇEN,56,hişman çi̇zi̇k,ERKUT ŞAHİN,yavuz akdaş,6.85,8,50,98.89
2024-01-13,Adana,4,5,TAHSİNAĞA,KG SK,4,m,SAKARBAŞI- ÇELTİK / ÖZGÜNHAN,sakarbaşi,çelti̇k,ÖZGÜNHAN,60,eray çi̇zi̇k,MUSTAFA KARATOPRAK,ayhan di̇nç,8.3,5,57,99.27
2024-01-13,Adana,4,6,AKINAY,DB SK,4,m,JOKER- GÜLRUH HATUN / DAĞYUDAN,joker,gülruh hatun,DAĞYUDAN,57,mehmet akyavuz,FAİK SEDAT DAĞYUDAN,mehmet korkmaz,9.25,6,51,102.0
2024-01-13,Adana,4,7,PAMUKÇU,KG SK,4,f,GÜRGÖKÇE- SUEDA KIZIM / BİLGİN,gürgökçe,sueda kizim,BİLGİN,57,fati̇h sultan mehmet sansar,BEŞİR KAYA,ayhan di̇nç,6.6,1,57,102.87
2024-01-13,Adana,4,8,YÜKSEK KAYA,KG K DB,4,m,GÜLBEŞİR- VEFASIZ / KUMANDAN,gülbeşi̇r,vefasiz,KUMANDAN,50,şeyhmus gezgi̇nci̇,RAMAZAN KAYA,ayhan di̇nç,49.35,7,34,106.16
2024-01-13,Adana,5,1,QUEEN ELİSA,K,3,f,MARCAVELLY (USA)- MARCH MADNESS / ALWAYS A CLASSIC (CAN),marcavelly (usa),march madness,ALWAYS A CLASSIC (CAN),56,ni̇zametti̇n demi̇r,SELİM YILDIZ,uğur kulak,8.25,6,0,83.68
