race_date,race_city,race_no,result,horse_name,horse_accessories,horse_age,horse_sex,horse_origin,horse_sire,horse_dam,hors_broodmare_sire,jockey_weight,jockey_name,horse_owner,horse_trainer,horse_win_value,Horse_starting_box_no,horse_rate,horse_race_degree_seconds
2024-01-11,Kocaeli,4,5,TOPAÇ SELAHATTİN,KG DB SK,4,m,MENDIP (USA)- KADİRİN KIZI / BANKNOTE (GB),mendip (usa),kadi̇ri̇n kizi,BANKNOTE (GB),56,efe can özmüş,ENİS BADIŞOĞLU,bariş topcu,23.95,6,46,75.72
2024-01-11,Kocaeli,4,6,FORTUNELLO,SKG SK,5,m,SMART ROBIN (JPN)- SPIRA (IRE) / SADLER'S WELLS (USA),smart robin (jpn),spira (ire),SADLER'S WELLS (USA),59,hali̇l kaplan,SELİN DİKENCİK,melek özgül,6.35,5,49,76.52
2024-01-11,Kocaeli,4,7,ZERTAS,DB SKG SK,4,m,TALIP HAN (IRE)- ASTANA / COUNTRY REEL (USA),talip han (ire),astana,COUNTRY REEL (USA),56,enes bozdağ,SUZANA MAMEDOVA,orhan sezi̇k,34.65,7,52,77.1
2024-01-11,Kocaeli,4,8,QUEEN OF JULY,DB SK,4,f,GENERAL QUARTERS (USA)- TORUNUM MİRA / PERFECT STORM,general quarters (usa),torunum mi̇ra,PERFECT STORM,50,göktan kayip,ZEKİ SÖKMEN,hüseyi̇n karabulut,87.15,3,26,78.27
2024-01-11,Kocaeli,4,9,BAKLA KIRI,KG DB SK,4,f,HAVANA GREY (GB)- SHADOW SPIRIT (GB) / MAKFI (GB),havana grey (gb),shadow spirit (gb),MAKFI (GB),51,hakan yildiz,YENER GİRİŞKEN,nedi̇m köçken,5.1,8,36,78.69
2024-01-11,Kocaeli,4,10,PEENY ROYAL,KG SK,4,f,JIMMY CREED (USA)- LITTLE HEART (USA) / UNCLE MO (USA),jimmy creed (usa),little heart (usa),UNCLE MO (USA),52,seli̇m i̇pek,MUAMMER TEKİNALP,ferhat i̇çsel,37.35,9,38,78.86
2024-01-11,Kocaeli,4,11,MURODJON,KG DB SK,4,m,FAST 'N' FAMOUS (AUS)- LADY MITA / LION HEART (USA),fast 'n' famous (aus),lady mita,LION HEART (USA),57,kadi̇r tokaçoğlu,MURAT GÖLELİ,ergün uslu,10.85,1,47,80.74
2024-01-11,Kocaeli,5,1,ENVER KAN,KG DB,4,m,HABERKAN- SEVİLGEN / ALTAHA,haberkan,sevi̇lgen,ALTAHA,58,hali̇l kaplan,MEHMET BOTAN DİLER,ömer yildirim,3.4,3,36,107.74
2024-01-11,Kocaeli,5,2,ÇAKARMAN,KG K,4,m,BATURŞAH- HAÇÇE / HABERBATUR,baturşah,haççe,HABERBATUR,54,erhan akkaya,MUNİR GÖKÇE,erkut koca,20.55,5,0,107.99
2024-01-11,Kocaeli,5,3,AYBENİZLİM,KG K DB,4,f,SAADIN GÜCÜ- AYBENİZ / İBOCAN,saadin gücü,aybeni̇z,İBOCAN,54,berkant gökçe,MÜMTAZ ÜNAL,mehmet akkiliç,9.45,8,34,108.0
2024-01-11,Kocaeli,5,4,KUNYA,KG K DB,4,m,HABERKAN- DUDUCAN / VOLGA.2,haberkan,duducan,VOLGA.2,58,görkem özçeli̇k,KADRİ BAŞKURT,tuncay ateş,3.1,6,35,108.75
2024-01-11,Kocaeli,5,5,HAS TARKAN,KG K,4,m,BİLGİN- TACİSERİM / AYABAKAN,bi̇lgi̇n,taci̇seri̇m,AYABAKAN,58,onur yildiz,HAKKI TARIK DİKENCİK,melek özgül,4.4,1,33,109.07
2024-01-11,Kocaeli,5,6,COŞDUR,KG DB SK,4,m,COŞARTAY- DURAK / DEMİRKAZIK,coşartay,durak,DEMİRKAZIK,58,kadi̇r tokaçoğlu,ÖMER ALTIN,mi̇kai̇l altin,8.65,9,31,110.02
2024-01-11,Kocaeli,5,7,LÜSİYEN,KG K DB,4,f,KIRBULUT- KÖSENİM / TAMERİNOĞLU,kirbulut,köseni̇m,TAMERİNOĞLU,56,mehmet kaya,EYLEM DERYAL,i̇brahi̇m cemi̇l erşakar,8.65,2,30,111.36
2024-01-11,Kocaeli,5,8,ŞOGENOĞLU,KG K DB,4,m,KAFKASLIEFSANESİ- TUMBUL HADİSE / ERBEYİM,kafkasliefsanesi̇,tumbul hadi̇se,ERBEYİM,58,mahmut turan,TAHİR ÇELİK,doğukan çeli̇k,17.3,4,21,112.93
2024-01-11,Kocaeli,5,9,BAYINDIRLI KIZ,DB SKG SK,4,f,HABERBATUR- KIRKDİLİM / AMCABEY,haberbatur,kirkdi̇li̇m,AMCABEY,56,eray çi̇zi̇k,CEMİL TANER,hali̇l ersi̇n uysal,23.7,7,28,115.18
2024-01-11,Kocaeli,5,10,KAYRAHAN BEY,KG,4,m,KARABEDİR- DRAMATİK / ATAK,karabedi̇r,dramati̇k,ATAK,54,mehmet ali̇ akgöbek,EKREM BİRDEN,toros kiyas,105.6,10,12,117.4
2024-01-11,Kocaeli,5,11,RÜZGARKENAN,KG DB SK,4,m,KAIZBERT (RU)- EYYARCAN / GOBAKBEY,kaizbert (ru),eyyarcan,GOBAKBEY,54,çağlar taşci,MUNİR GÖKÇE,erkut koca,20.55,11,16,131.06
2024-01-11,Kocaeli,6,1,DÜNDARZADE,KG K,5,m,KAIZBERT (RU)- SİBELİN KIZI / HABERBATUR,kaizbert (ru),si̇beli̇n kizi,HABERBATUR,56,tolga yildiz,MERT ÇELİK,erkut koca,1.7,1,93,143.44
2024-01-11,Kocaeli,6,2,HIZLI EMEL,KG DB SK,5,m,HIZLITAY- EMEL HALA / BEYEFENDİ,hizlitay,emel hala,BEYEFENDİ,55,hişman çi̇zi̇k,CÜNEYT YILDIZHAN,veli̇ akbulut,2.35,6,86,144.23
2024-01-11,Kocaeli,6,3,ILDIRLI,KG DB,8,m,TURBO- KRALİÇEKARINCA / ATOMKARINCA,turbo,krali̇çekarinca,ATOMKARINCA,55,hali̇l kaplan,GÖRKEM GEDİKOĞLU,ni̇hat yildirim,12.35,8,85,144.68
2024-01-11,Kocaeli,6,4,MAHİRİNİ,KG K DB TGK,5,m,ŞAH ŞEHRİYAR- TUNCAL HANIM / TUNCAL,şah şehri̇yar,tuncal hanim,TUNCAL,55,onur yildiz,HAKKI TARIK DİKENCİK,melek özgül,19.0,4,70,145.37
2024-01-11,Kocaeli,6,5,GÜROBASI,DB SKG SK,5,m,AYABAKAN- KIZILGÜNEŞ / TAMERİNOĞLU,ayabakan,kizilgüneş,TAMERİNOĞLU,53,ali̇ mehdi̇ altin,TEKİN BİRİCİK,teki̇n bi̇ri̇ci̇k,11.2,5,76,145.52
2024-01-11,Kocaeli,6,6,SON BAŞAK,DB SKG SK,6,f,SONALP- ÖZBAŞAK / KOŞAYALP,sonalp,özbaşak,KOŞAYALP,53,eray çi̇zi̇k,SEVİLAY TANİYİT,i̇brahi̇m cemi̇l erşakar,22.6,2,65,145.82
2024-01-11,Kocaeli,6,7,SARRAFŞAH,DB,8,m,SARRAF- ALTINARMAĞAN / ARATBEY,sarraf,altinarmağan,ARATBEY,55,mahmut turan,MUHARREM ERDİNÇ DÜZARAT,doğukan çeli̇k,16.45,3,55,156.02
2024-01-11,Kocaeli,6,8,ESTİGEÇTİ,KG DB SK,9,f,ALTAHA- İLKELİ / EMAEL (PL),altaha,i̇lkeli̇,EMAEL (PL),53,adem aslan,ŞEYMA BERÇEM TANİYİT,i̇brahi̇m cemi̇l erşakar,67.6,7,64,159.01
2024-01-11,Kocaeli,7,1,MINAS ANOR,KG K DB,3,f,BODEMEISTER (USA)- CANARSIE / YONAGUSKA (USA),bodemeister (usa),canarsie,YONAGUSKA (USA),58,adem aslan,KÜRŞAT ORUÇ,hüseyi̇n karabulut,3.0,8,43,89.33
2024-01-11,Kocaeli,7,2,ARAKASKA,DB SK,3,m,HEMSWORTH (USA)- ICE PRINCESS / OCEAN CREST (USA),hemsworth (usa),ice princess,OCEAN CREST (USA),60,hişman çi̇zi̇k,ADİL ÇİZİK,ami̇ne kurt,2.8,5,46,89.78
2024-01-11,Kocaeli,7,3,KING MİRBEY,DB,3,m,WEMBLEY- ARMAGEDDON / DAI JIN (GB),wembley,armageddon,DAI JIN (GB),56,muhammet özdemi̇r,SUNGUR SOYDAM,hali̇l ersi̇n uysal,7.35,4,43,90.77
2024-01-11,Kocaeli,7,4,SHINE OF SUN,KG SK,3,m,APPROVE (IRE)- ZEMANOVA / POWERSCOURT (GB),approve (ire),zemanova,POWERSCOURT (GB),51,göktan kayip,ÜMİT KORKMAZ,rana suna,16.85,3,32,91.15
2024-01-11,Kocaeli,7,5,BLACK PROJECT,KG SK,3,m,GENERAL QUARTERS (USA)- PAÇİ / COUNTRY REEL (USA),general quarters (usa),paçi̇,COUNTRY REEL (USA),50,hakan yildiz,CEYHUN ÇETİNKAYA,i̇smet demi̇r,17.55,1,14,91.6
2024-01-11,Kocaeli,7,6,THRILL SEEKER,KG SK,3,m,DAREDEVIL (USA)- FOR NATURE / UNACCOUNTED FOR (USA),daredevil (usa),for nature,UNACCOUNTED FOR (USA),51,yunus emre yüksel,RUŞEN YÜCEER,bozan baydan,4.0,6,29,92.16
2024-01-11,Kocaeli,7,7,BABA İSKENDER,DB SKG SK,3,m,KIRDEMİRKIR- LAISSEZ PASSER / ALWAYS A CLASSIC (CAN),kirdemi̇rkir,laissez passer,ALWAYS A CLASSIC (CAN),54,onur yildiz,ABDULKADİR YAZAR,ali̇ çi̇zi̇k,15.4,7,35,93.76
2024-01-11,Kocaeli,7,8,OKYANUS GÜZELİ,SKG SK,3,f,SIDNEY'S CANDY (USA)- NURSENA / SCARFACE,sidney's candy (usa),nursena,SCARFACE,56,oğuz eren,DİLEK ÖKTEN,ali̇ riza aydin,11.95,2,39,94.16
2024-01-11,Kocaeli,8,1,IŞINBİKE,KG DB,4,f,SAADIN GÜCÜ- ALARAP / KAIZBERT (RU),saadin gücü,alarap,KAIZBERT (RU),58,onur yildiz,MEHMET DEMİRKOL,dilşa kaya,3.05,7,53,82.96
2024-01-11,Kocaeli,8,2,GÜLFİDAN,KG DB SK,4,f,ÖZGÜNHAN- SAMYELİ KIZI / KAN CAN SAN,özgünhan,samyeli̇ kizi,KAN CAN SAN,60,hişman çi̇zi̇k,ABDİ ARSLAN,tuncay ateş,5.75,10,53,83.26
2024-01-11,Kocaeli,8,3,İPAR,KG K DB,4,f,KAYAYÜREKLİ- GÜLBİZ / EMAEL (PL),kayayürekli̇,gülbi̇z,EMAEL (PL),55,akin sözen,MEHMET ARSLAN,turgay çeki̇ci̇,2.55,1,45,83.38
2024-01-11,Kocaeli,8,4,KIZIL DORU,KG DB SK,4,f,SONALP- DEVIRAL / DEVİRHAN,sonalp,deviral,DEVİRHAN,56,kadi̇r tokaçoğlu,MEHMET REŞİT GÖRGÜN,ergün uslu,10.2,3,39,83.74
2024-01-11,Kocaeli,8,5,HENNA GIRL,KG DB SK GKR,4,f,CANKARDEŞLER- KINALI KUZU / CAŞ,cankardeşler,kinali kuzu,CAŞ,57,berkant gökçe,REMZİ AKBULUT,veli̇ akbulut,5.1,6,62,84.33
2024-01-11,Kocaeli,8,6,BAL PERİSİ,KG K,4,f,ULUER- ASTURBO / TURBO,uluer,asturbo,TURBO,52,erhan akkaya,LEVENT ŞENTÜRK,ali̇ riza aydin,42.7,5,33,84.9
2024-01-11,Kocaeli,8,7,ELİZA,K,4,f,KAFKASLIEFSANESİ- MÜNİRE / TIGRES LIGHT (US),kafkasliefsanesi̇,müni̇re,TIGRES LIGHT (US),54,göktan kayip,OĞUZHAN ÇAKAR,turgay çeki̇ci̇,61.55,2,38,84.97
2024-01-11,Kocaeli,8,8,DİLÇAĞ,KG K DB,4,f,TURBO- KOPAR GİDER / ANGORA,turbo,kopar gi̇der,ANGORA,55,oğuz eren,DİLEK ÖKTEN,ali̇ riza aydin,66.05,9,38,85.75
2024-01-11,Kocaeli,8,9,CENNET BAHÇESİ,KG K DB GKR,4,f,AYABAKAN- NURSUNA / ATAK,ayabakan,nursuna,ATAK,58,mehmet kaya,VAHİT ARI,emi̇ne kaya,11.1,8,40,85.81
2024-01-11,Kocaeli,8,10,ÇELİKZAR,KG DB,4,f,BABA MEVLÜT- SARIKIZ / SÜLO,baba mevlüt,sarikiz,SÜLO,53,ali̇ mehdi̇ altin,MÜCAHİT TEMEL,toros kiyas,137.55,4,38,88.14
2024-01-11,Kocaeli,9,1,MY CENGO,KG K,4,m,ULUER- DOST ELİ / GÜNDENİZ,uluer,dost eli̇,GÜNDENİZ,57,hali̇l kaplan,GÖRKEM GEDİKOĞLU,ni̇hat yildirim,7.65,2,40,131.2
2024-01-11,Kocaeli,9,2,KOÇAKALP,KG K,4,m,ATEŞTOPU- ROZESİN / ANTEPLİ,ateştopu,rozesi̇n,ANTEPLİ,56,mahmut turan,VAHİT ARI,emi̇ne kaya,4.3,12,38,131.21
2024-01-11,Kocaeli,9,3,GECENİN GÖLGESİ,KG K,4,m,YÜREKKAYA- ÇOLPAN / KAN CAN SAN,yürekkaya,çolpan,KAN CAN SAN,57,mehmet kaya,ERCÜMENT ATLI,hakan harmanbaşi,4.7,5,40,131.9
2024-01-11,Kocaeli,9,4,SULTAN NENE,KG K,4,f,TURBO- ÖZDİLBER / ARASLI,turbo,özdi̇lber,ARASLI,59,yunus emre yüksel,HAKKI TARIK DİKENCİK,melek özgül,5.15,1,45,131.99
2024-01-11,Kocaeli,9,5,BENEKLİ,KG GKR,4,m,SONALP- ERVAGÜL / SABURAY,sonalp,ervagül,SABURAY,53,ali̇ mehdi̇ altin,TEKİN BİRİCİK,teki̇n bi̇ri̇ci̇k,88.35,6,31,133.05
2024-01-11,Kocaeli,9,6,GÜZEL GÜNLER,K DB,4,f,BABA MEVLÜT- KISRAKBAŞI / TURBO,baba mevlüt,kisrakbaşi,TURBO,55,berkant gökçe,ZEKERİYA AHSEN KURUM,şükrü çeli̇k,20.7,7,42,133.33
2024-01-11,Kocaeli,9,7,SURLARIN EFENDİSİ,KG DB SK,4,m,PEKSOY- İDACANKIZ / ALTAHA,peksoy,i̇dacankiz,ALTAHA,57,eray çi̇zi̇k,ŞEYMA BERÇEM TANİYİT,i̇brahi̇m cemi̇l erşakar,37.1,3,40,133.35
2024-01-11,Kocaeli,9,8,YENİSİSTEM,KG DB,4,m,CANKARDEŞLER- BEYHAN SULTAN / KAFKASLI,cankardeşler,beyhan sultan,KAFKASLI,56,onur yildiz,ABUZER TUNÇER,serkan orhan apaydin,15.9,11,37,133.47
2024-01-11,Kocaeli,9,9,ÇELİK MURAT,KG DB SK,4,m,KAIZBERT (RU)- GÜLPINARLI / ANGORA,kaizbert (ru),gülpinarli,ANGORA,57,tolga yildiz,CİMŞİT YILDIZ,erkut koca,21.05,9,40,147.08
2024-01-11,Kocaeli,9,10,YÜREKLİ POYRAZ,KG K DB,4,m,KAYAYÜREKLİ- BUĞÇE / ŞÖVALYE,kayayürekli̇,buğçe,ŞÖVALYE,59,görkem özçeli̇k,SEDAT ŞAHİN,turgay çeki̇ci̇,8.5,4,44,155.96
2024-01-11,Kocaeli,9,11,BABAÖMER,SKG SK,4,m,SULTAN DE FAUST (FR)- KÖYLÜKIZI / GADDAR,sultan de faust (fr),köylükizi,GADDAR,56,seli̇m i̇pek,SUNGUR SOYDAM,turgay çeki̇ci̇,18.85,8,37,159.0
2024-01-11,Kocaeli,9,12,HIRŞO,KG DB SK,4,m,OĞLUM EGE- ATICI KIZ / ALİ BABALI,oğlum ege,atici kiz,ALİ BABALI,59,adem aslan,HAKAN ÖZDEMİR,hüseyi̇n karabulut,5.0,10,44,166.48
2024-01-12,İzmir,1,1,BUSTANY,KG SK,6,m,YONAGUSKA (USA)- SUNNY GIRL / MUJTAHID (USA),yonaguska (usa),sunny girl,MUJTAHID (USA),56,i̇brahi̇m sefa söğüt,ERAY KOKTAY,seçki̇n yanik,1.35,5,85,144.81
2024-01-12,İzmir,1,2,MINIGUN,KG,6,m,THREE VALLEYS (USA)- STILL LOVIN YOU / LION HEART (USA),three valleys (usa),still lovin you,LION HEART (USA),60,mertcan çeli̇k,SÜLEYMAN AKGÜMÜŞ,mehmet güdücü,4.55,1,89,145.66
2024-01-12,İzmir,1,3,BIG SADDLER,KG DB SK,4,m,SPEEDY WOLF- MOON CREST (IRE) / SINGSPIEL (IRE),speedy wolf,moon crest (ire),SINGSPIEL (IRE),58,erhan aktuğ,AYHAN KARATAŞ,fahretti̇n ceylan,6.75,2,71,146.49
2024-01-12,İzmir,1,4,SEDDÜLBAHİR,KG K GKR,5,m,TOROK (IRE)- LAİK KIZ / COMMON GROUNDS (GB),torok (ire),lai̇k kiz,COMMON GROUNDS (GB),55,mürsel kayi̇ş,ONUR YETKİN,şefi̇k özdeni̇z,11.75,3,65,147.45
2024-01-12,İzmir,1,5,GHOST RUNNER,K DB,4,m,GRAYSTORM- GOLD COAST CAT (USA) / TALE OF THE CAT (USA),graystorm,gold coast cat (usa),TALE OF THE CAT (USA),56,muhammed mi̇r bi̇lgi̇n,ENGİN ATEŞLER,sarven zadi̇k ati̇lla mi̇nasoğlu,6.0,4,55,149.81
2024-01-12,İzmir,2,1,CANIMBABAM,KG SK,9,m,BİLGİN- EKİN / ALKURUŞ.13,bi̇lgi̇n,eki̇n,ALKURUŞ.13,56,muhammed mi̇r bi̇lgi̇n,MUHARREM CAN,duran tekeli̇,2.95,7,67,100.35
2024-01-12,İzmir,2,2,AKSU NEHİR,DB SKG SK,5,f,ÖZDURAN- AKSU / HÜRBATUR,özduran,aksu,HÜRBATUR,54,mert uyar,İBRAHİM HALİL ASLAN,hakan aslan,12.9,8,43,100.54
2024-01-12,İzmir,2,3,KELEŞHAN,KG DB,9,m,ÖZDURAN- SİDALCAN / HÜRBATUR,özduran,si̇dalcan,HÜRBATUR,55,kaancan gökçe,ÖMER TURAN,okan taşdemi̇r,13.9,9,58,100.55
2024-01-12,İzmir,2,4,OĞLUM YAMAN,KG SK,6,m,YAKUPBEY- AL SERAY / İBOCAN,yakupbey,al seray,İBOCAN,56,nevzat avci̇,MEHMET BİRDEN,mehmet kaya,5.9,3,45,101.64
2024-01-12,İzmir,2,5,SEDOŞCAN,KG SK,5,f,PİRLER- KARACAGELİNİ / DOST KARACA,pi̇rler,karacageli̇ni̇,DOST KARACA,52,ali̇can i̇nci̇,SEVİM KARACA,mehmet kaya,9.05,4,46,101.86
2024-01-12,İzmir,2,6,BABA FAHRETTİN,KG DB,5,m,YAKUPBEY- ÇILGINDENİZ / TAMERİNOĞLU,yakupbey,çilgindeni̇z,TAMERİNOĞLU,57,ali̇ yildiz,FEYAT ALTIN,ferhat altin,17.9,6,63,104.25
2024-01-12,İzmir,2,7,ABHER,KG DB SK,11,m,KARACA.5- MERYEM HANIM / DEVİREN,karaca.5,meryem hanim,DEVİREN,58,vedat abi̇ş,SELDA KARACA,mehmet kaya,2.9,1,60,104.35
2024-01-12,İzmir,2,8,KENANLI,KG DB SK,7,m,AYABAKAN- NALANIM / TAMERİNOĞLU,ayabakan,nalanim,TAMERİNOĞLU,54,muharrem ok,ZAFER GEZİCİ,seyi̇t gökçe,6.65,5,69,109.42
2024-01-12,İzmir,2,9,MAHPERVERKIZ,KG,9,f,BİLGİN- YEŞİLÇAY / ARASLI,bi̇lgi̇n,yeşi̇lçay,ARASLI,58,onur yildiz,HAKKI TARIK DİKENCİK,melek özgül,44.85,2,28,110.63
2024-01-12,İzmir,3,1,MY ORPHAN,K,3,m,PACO BOY (IRE)- PERFORMER / AZAMOUR (IRE),paco boy (ire),performer,AZAMOUR (IRE),58,muhammed mi̇r bi̇lgi̇n,ADNAN KESKİN,zafer turğul,36.1,11,0,75.33
2024-01-12,İzmir,3,2,BLACK TIMES,KG DB SK ÖG,3,m,MAVİ GÖZLÜ DEV- SHOW GIRL / MUJTAHID (USA),mavi̇ gözlü dev,show girl,MUJTAHID (USA),58,nevzat avci̇,MURAT YENİÇERİ,mehmet kaya,13.7,8,0,76.79
2024-01-12,İzmir,3,3,MR FIRE,KG K,3,m,CORINTHIAN (USA)- MASTER OF THE WIND / CUVEE (USA),corinthian (usa),master of the wind,CUVEE (USA),58,gökhan gökçe,ÖZER ÜNSAL,şeyhmus sai̇p çeke,7.0,7,33,76.87
2024-01-12,İzmir,3,4,LOWER SPIRIT,KG K,3,m,MYBOYCHARLIE (IRE)- BERRIYMA (FR) / AUTHORIZED (IRE),myboycharlie (ire),berriyma (fr),AUTHORIZED (IRE),58,beki̇r mert mirik,TRACY KAYAHAN,şaki̇r çeli̇k,9.8,1,0,77.59
2024-01-12,İzmir,3,5,CLEAN HEART,KG DB SK,3,m,DAREDEVIL (USA)- BOSPHORUS BEAUTY / BOSPORUS (IRE),daredevil (usa),bosphorus beauty,BOSPORUS (IRE),58,ali̇ yildiz,SAİM ERDEMİR,batuhan çakus,7.15,2,0,77.67
2024-01-12,İzmir,3,6,WARRIOR CAT,DB SK,3,m,BLUEGRASS CAT (USA)- ALWAYS A WARRIOR / ROYAL ABJAR (USA),bluegrass cat (usa),always a warrior,ROYAL ABJAR (USA),58,erhan aktuğ,MELİS KURTEL EMİN,mehmet kaya,2.9,5,0,77.69
2024-01-12,İzmir,3,7,STORM BLOOD,KG K ÖG,3,m,GRAYSTORM- GO WIID / PRESSING (IRE),graystorm,go wiid,PRESSING (IRE),58,mustafa çi̇çek,GÜLÜN ALBAYRAK,ni̇han dönmez,3.05,4,0,78.3
2024-01-12,İzmir,3,8,ŞERİF USTA,SK,3,m,RUN AWAY AND HIDE (USA)- MÜYESSERS GIRL / WIN RIVER WIN (USA),run away and hide (usa),müyessers girl,WIN RIVER WIN (USA),54,i̇brahi̇m sefa söğüt,MUSTAFA REŞAT AKKAN,ülkü ayboğa,62.0,10,0,78.35
2024-01-12,İzmir,3,9,CAPTAIN COOPER,KG SK,3,m,AIR VICE MARSHAL (USA)- VIOLET IVY / VALENTIN,air vice marshal (usa),violet ivy,VALENTIN,58,onur yildiz,SELİN DİKENCİK,melek özgül,14.15,9,0,79.44
2024-01-12,İzmir,3,10,REMZİYENİN OĞLU,SK,3,m,PACO BOY (IRE)- ŞEKER REMZİYE / KANEKO,paco boy (ire),şeker remzi̇ye,KANEKO,58,ali̇can i̇nci̇,REYHAN ŞEKER,mehmet kaya,15.2,6,0,79.6
2024-01-12,İzmir,3,11,LADY EKINOX,KG K DB,3,f,PAPA CLEM (USA)- RICCA DONNA / OCEAN CREST (USA),papa clem (usa),ricca donna,OCEAN CREST (USA),56,hüseyi̇n şi̇mşek,GÖRKEM SÜMBÜLOĞLU,fahretti̇n ceylan,31.65,3,0,80.11
2024-01-12,İzmir,4,1,DANGEROUS TOCCET,KG,3,m,TOCCET (USA)- MISS DANGER / FANTASTIC FELLOW (USA),toccet (usa),miss danger,FANTASTIC FELLOW (USA),58,nevzat avci̇,ALP ŞEMSETTİN EVCİMEN,serdar seren görgü,1.4,5,46,104.64
2024-01-12,İzmir,4,2,KOLO,KG DB SK,3,m,SIDNEY'S CANDY (USA)- CARIGRAD / VICTORY GALLOP (CAN),sidney's candy (usa),carigrad,VICTORY GALLOP (CAN),56,mustafa çi̇çek,MUHARREM CAN,duran tekeli̇,10.05,2,41,105.02
2024-01-12,İzmir,4,3,ULTRA FAST,K SKG,3,m,MENDIP (USA)- PHRASE (GB) / ROYAL ANTHEM (USA),mendip (usa),phrase (gb),ROYAL ANTHEM (USA),56,ali̇ yildiz,RECEP DİKKULE,yakup akkiliç,3.9,6,41,105.12
2024-01-12,İzmir,4,4,BRILANTE,K DB,3,f,ROCA DE LA PAZ (USA)- FANYA / EAGLE EYED (USA),roca de la paz (usa),fanya,EAGLE EYED (USA),54,i̇brahi̇m sefa söğüt,ERCAN SÖKMEZ,mehmet kaya,23.05,1,43,105.23
2024-01-12,İzmir,4,5,COWARD QUEEN,KG,3,f,PAPA CLEM (USA)- STEP SISTER / KURTARAN (IRE),papa clem (usa),step sister,KURTARAN (IRE),60,onur yildiz,KAYAHAN KÖYLÜ,naci̇ yücel köylü,6.6,4,49,105.52
2024-01-12,İzmir,4,6,THE FAMILY OF ADA,KG DB SK,3,m,KING ALP (USA)- MELENDİZLİ / FREE MAN,king alp (usa),melendi̇zli̇,FREE MAN,55,muhammed mi̇r bi̇lgi̇n,MUSTAFA ADALAR,si̇nan şahyazici,12.95,3,40,108.07
2024-01-12,İzmir,5,1,TABİP,KG DB SK,5,m,ÖZHABER- RÜZGARLI NEHİR / TIGRES LIGHT (US),özhaber,rüzgarli nehi̇r,TIGRES LIGHT (US),59,vedat abi̇ş,ÖZGÜR ÇİÇEK,hidir durmuş,4.5,3,95,162.29
2024-01-12,İzmir,5,2,RÜZGARDAHAN,KG SK,5,m,YAKUPBEY- ÇIĞIRTKAN / HALİD,yakupbey,çiğirtkan,HALİD,59,özcan yildirim,TUĞBAN İZZET AKSOY,alper tepebaşi,1.55,5,99,162.39
2024-01-12,İzmir,5,3,CANMETE,KG DB,6,m,TAMERİNOĞLU- NENEHATUN / BODRUM,tameri̇noğlu,nenehatun,BODRUM,59,mustafa çi̇çek,BEDRİ AKBULUT,bedri̇ akbulut,3.4,4,109,162.71
2024-01-12,İzmir,5,4,ANKA ATEŞİ,KG K DB,5,m,ANKA- ATEŞCEYLAN / BİLGİN,anka,ateşceylan,BİLGİN,59,kadi̇r tokaçoğlu,SALİHA ULUIRMAKLI,zafer turğul,9.0,2,90,162.87
2024-01-12,İzmir,5,5,SİNOPLU MERVE,KG,8,f,BİLGİN- SÜBEYHİKIZI / ÖZGÜNHAN,bi̇lgi̇n,sübeyhi̇kizi,ÖZGÜNHAN,57,onur yildiz,HAKKI TARIK DİKENCİK,melek özgül,12.65,1,95,165.77
2024-01-12,İzmir,6,1,ÖZKEHRİBAR,DB SKG SK,4,f,ÖZGÜNHAN- KEHRİBAR / ALTAHA,özgünhan,kehri̇bar,ALTAHA,52,nevzat avci̇,MUSTAFA ARICI,başol özgür,8.55,3,38,115.65
2024-01-12,İzmir,6,2,HUMAY KIZIM,KG SK,4,f,KAYAYÜREKLİ- FETHİYE / DOĞANGÜN,kayayürekli̇,fethi̇ye,DOĞANGÜN,52,muhammed mi̇r bi̇lgi̇n,İBRAHİM GÜLTEKİN,semi̇ yudum,6.8,1,38,115.7
2024-01-12,İzmir,6,3,MALKA MOMA,KG K DB,4,f,AYABAKAN- ÇİSEM / HALİD,ayabakan,çi̇sem,HALİD,51,muharrem ok,SEZGİN GÖKÇE,seyi̇t gökçe,23.05,5,37,116.6
2024-01-12,İzmir,6,4,TEK YEK,KG K DB,4,f,UÇANOĞLU- TATLICAN / YELHAN,uçanoğlu,tatlican,YELHAN,51,ali̇can i̇nci̇,TUNCER GÖKÇE,seyi̇t gökçe,5.15,6,37,118.14
2024-01-12,İzmir,6,5,YÜCEKIZ,KG SK,4,f,TURBO- YÜCELAY / BİLGİN,turbo,yücelay,BİLGİN,60,akin sözen,GÜNSEN SOYUPAK,cuma güneş,1.55,7,54,118.2
2024-01-12,İzmir,6,6,GELİŞİ GÜZEL,KG DB,4,f,EMBİR HAN- BİLGİLİTAY / BİLGİN,embi̇r han,bi̇lgi̇li̇tay,BİLGİN,52,ali̇ yildiz,LEVENT ŞENTÜRK,ali̇ riza aydin,36.45,8,38,119.41
2024-01-12,İzmir,6,7,KADİFE KALE,KG,4,f,BESLENEY- MİLAS / ÖZGÜNHAN,besleney,mi̇las,ÖZGÜNHAN,53,beki̇r mert mirik,ŞAFAK GÜMÜŞ,fahretti̇n ceylan,12.8,4,40,119.88
2024-01-12,İzmir,6,8,ESEN YAMAÇ,KG DB,4,f,SONALP- ÖZBAŞAK / KOŞAYALP,sonalp,özbaşak,KOŞAYALP,52,hüseyi̇n şi̇mşek,COŞKUN ŞİMŞEK,mehmet kaya,36.15,2,38,125.25
